Claim_ID,Food_ID,Receiver_ID,Status,Timestamp
218,523,176,Pending,03-06-2025
219,488,255,Pending,03-03-2025
220,374,27,Cancelled,03-02-2025
221,837,745,Cancelled,03-01-2025
222,550,747,Pending,3/14/2025 23:06
223,486,407,Cancelled,03-08-2025
224,924,893,Cancelled,03-01-2025
225,217,850,Cancelled,3/20/2025 20:00
226,981,221,Completed,03-10-2025
227,925,480,Completed,03-06-2025
228,325,607,Pending,03-10-2025
229,69,407,Completed,3/19/2025 23:40
230,915,686,Pending,3/20/2025 4:11
231,208,281,Pending,3/15/2025 22:39
232,250,856,Cancelled,3/17/2025 4:43
233,922,858,Pending,3/19/2025 18:07
234,312,838,Pending,3/17/2025 6:35
235,135,529,Cancelled,03-10-2025
236,327,301,Completed,3/13/2025 19:29
237,507,112,Cancelled,03-12-2025
238,572,728,Cancelled,3/20/2025 15:24
239,589,4,Pending,03-01-2025
240,183,970,Completed,3/14/2025 12:59
241,558,103,Completed,03-12-2025
242,380,154,Cancelled,03-06-2025
243,69,98,Cancelled,3/13/2025 2:42
244,163,250,Cancelled,03-11-2025
245,725,701,Pending,3/18/2025 16:16
246,615,489,Completed,03-10-2025
247,861,138,Completed,03-12-2025
248,458,321,Pending,03-09-2025
249,810,541,Completed,3/16/2025 9:29
250,475,201,Cancelled,3/19/2025 21:41
251,832,926,Cancelled,03-01-2025
252,544,242,Completed,3/20/2025 3:22
253,323,863,Cancelled,03-10-2025
254,940,1,Completed,03-04-2025
255,256,438,Pending,3/18/2025 17:31
256,822,47,Completed,3/19/2025 8:03
257,191,555,Completed,03-04-2025
258,520,939,Cancelled,03-03-2025
259,467,517,Pending,03-07-2025
260,137,173,Pending,03-05-2025
261,602,735,Pending,3/13/2025 13:58
262,188,706,Completed,3/16/2025 0:40
263,22,800,Completed,3/16/2025 9:37
264,496,59,Cancelled,03-03-2025
265,92,103,Cancelled,3/15/2025 7:39
266,367,376,Completed,03-02-2025
267,518,382,Cancelled,03-11-2025
268,738,317,Pending,3/16/2025 11:58
269,73,880,Completed,3/13/2025 14:01
270,568,477,Completed,3/17/2025 9:23
271,160,442,Cancelled,03-06-2025
272,417,906,Cancelled,3/18/2025 4:45
273,870,172,Pending,3/19/2025 0:34
274,304,481,Pending,3/15/2025 22:55
275,906,849,Completed,03-02-2025
276,786,538,Completed,3/16/2025 11:54
277,766,109,Completed,03-09-2025
278,258,360,Pending,3/14/2025 3:18
279,531,808,Pending,3/13/2025 17:05
280,150,282,Cancelled,03-01-2025
281,483,718,Cancelled,03-12-2025
282,161,298,Cancelled,3/14/2025 7:06
283,97,102,Pending,03-07-2025
284,554,702,Pending,3/19/2025 8:45
285,387,213,Completed,3/18/2025 14:32
286,335,602,Pending,3/18/2025 20:45
287,952,42,Cancelled,3/18/2025 2:15
288,63,964,Completed,3/19/2025 2:29
289,573,86,Pending,3/17/2025 2:03
290,664,500,Cancelled,03-08-2025
291,886,375,Completed,03-06-2025
292,190,413,Completed,3/13/2025 20:27
293,721,837,Completed,03-09-2025
294,662,118,Pending,3/18/2025 6:45
295,25,493,Pending,3/13/2025 18:39
296,940,158,Cancelled,03-07-2025
297,494,454,Completed,3/14/2025 17:04
298,96,595,Cancelled,3/19/2025 6:08
299,911,319,Pending,03-01-2025
300,81,645,Pending,3/14/2025 16:21
301,489,287,Cancelled,03-02-2025
302,633,774,Pending,03-03-2025
303,358,66,Cancelled,03-03-2025
304,763,883,Pending,03-12-2025
305,464,759,Pending,3/17/2025 18:55
306,651,703,Pending,03-05-2025
307,610,34,Pending,3/13/2025 21:15
308,227,6,Completed,3/17/2025 18:23
309,6,514,Cancelled,3/14/2025 2:19
310,107,997,Cancelled,03-08-2025
311,294,187,Cancelled,03-06-2025
312,904,199,Completed,03-08-2025
313,143,880,Cancelled,03-06-2025
314,657,488,Cancelled,3/19/2025 12:18
315,254,854,Completed,03-05-2025
316,896,417,Completed,03-10-2025
317,747,660,Pending,03-11-2025
318,861,735,Completed,03-04-2025
319,888,345,Pending,03-05-2025
320,241,815,Completed,03-12-2025
321,116,267,Completed,03-12-2025
322,256,824,Cancelled,03-05-2025
323,670,104,Completed,3/15/2025 13:58
324,777,503,Completed,03-03-2025
325,49,586,Completed,03-11-2025
326,690,649,Pending,3/14/2025 14:41
327,853,983,Completed,3/17/2025 16:49
328,577,183,Completed,03-06-2025
329,419,323,Pending,3/14/2025 3:09
330,275,354,Completed,03-01-2025
331,585,262,Cancelled,3/18/2025 18:37
332,460,32,Completed,03-03-2025
333,332,368,Completed,3/13/2025 8:50
334,447,811,Cancelled,3/18/2025 17:27
335,453,643,Cancelled,03-11-2025
336,164,185,Cancelled,3/17/2025 11:49
337,405,756,Completed,03-03-2025
338,609,301,Pending,3/21/2025 4:08
339,52,497,Completed,03-06-2025
340,148,495,Completed,03-10-2025
341,386,473,Completed,03-10-2025
342,892,999,Cancelled,03-11-2025
343,553,62,Pending,3/18/2025 15:08
344,992,160,Cancelled,03-10-2025
345,223,440,Pending,3/17/2025 12:29
346,548,87,Pending,3/15/2025 6:06
347,564,283,Pending,03-11-2025
348,291,876,Cancelled,03-07-2025
349,262,245,Pending,03-05-2025
350,909,554,Completed,3/19/2025 18:27
351,528,936,Pending,03-02-2025
352,427,797,Completed,3/19/2025 7:00
353,730,258,Pending,03-07-2025
354,608,873,Pending,03-09-2025
355,398,880,Pending,03-08-2025
356,840,663,Cancelled,3/17/2025 6:07
357,536,704,Cancelled,03-08-2025
358,562,717,Completed,03-09-2025
359,107,531,Cancelled,3/14/2025 22:15
360,743,324,Cancelled,03-08-2025
361,882,809,Pending,03-08-2025
362,538,9,Cancelled,03-02-2025
363,687,131,Pending,3/13/2025 19:31
364,822,576,Completed,03-10-2025
365,207,152,Pending,03-07-2025
366,695,691,Pending,03-02-2025
367,262,688,Completed,03-07-2025
368,788,682,Pending,3/16/2025 11:59
369,84,105,Completed,03-10-2025
370,330,38,Cancelled,3/14/2025 17:07
371,677,658,Pending,3/20/2025 3:44
372,804,2,Cancelled,03-03-2025
373,866,420,Pending,3/19/2025 10:49
374,72,696,Pending,03-10-2025
375,342,908,Completed,3/14/2025 2:51
376,981,990,Pending,3/15/2025 21:23
377,901,190,Pending,03-08-2025
378,765,904,Completed,03-08-2025
379,271,249,Cancelled,3/14/2025 23:15
380,217,855,Pending,03-11-2025
381,926,96,Cancelled,03-09-2025
382,782,804,Cancelled,3/20/2025 5:46
383,920,673,Completed,03-09-2025
384,389,843,Completed,03-05-2025
385,594,494,Pending,03-03-2025
386,979,553,Cancelled,03-04-2025
387,94,547,Cancelled,3/19/2025 21:23
388,16,418,Completed,03-05-2025
389,151,965,Cancelled,03-04-2025
390,398,414,Completed,03-10-2025
391,807,950,Completed,03-04-2025
392,116,600,Completed,03-08-2025
393,390,684,Pending,3/21/2025 0:15
394,211,697,Pending,03-05-2025
395,681,785,Cancelled,3/16/2025 12:18
396,50,436,Completed,3/16/2025 23:56
397,45,435,Pending,03-04-2025
398,548,459,Pending,03-06-2025
399,947,241,Pending,03-06-2025
400,373,613,Completed,3/15/2025 12:26
401,174,595,Pending,03-11-2025
402,379,872,Pending,03-08-2025
403,141,693,Pending,03-02-2025
404,475,63,Cancelled,03-12-2025
405,548,858,Completed,3/18/2025 2:49
406,606,833,Pending,03-05-2025
407,722,935,Pending,03-12-2025
408,730,390,Pending,03-08-2025
409,995,159,Cancelled,03-08-2025
410,114,974,Cancelled,03-01-2025
411,525,406,Pending,3/18/2025 16:53
412,981,220,Cancelled,03-03-2025
413,88,791,Completed,03-10-2025
414,826,544,Cancelled,03-08-2025
415,485,144,Pending,03-11-2025
416,900,357,Cancelled,03-12-2025
417,716,972,Pending,3/14/2025 7:18
418,632,500,Cancelled,03-01-2025
419,221,869,Pending,03-11-2025
420,257,977,Cancelled,03-11-2025
421,572,173,Pending,03-08-2025
422,534,849,Completed,03-12-2025
423,915,344,Pending,3/21/2025 5:41
424,755,537,Cancelled,03-02-2025
425,797,237,Pending,03-01-2025
426,101,538,Completed,3/18/2025 7:28
427,412,811,Cancelled,3/17/2025 0:53
428,225,613,Completed,03-07-2025
429,528,299,Pending,3/14/2025 18:15
430,861,972,Pending,03-03-2025
431,115,679,Completed,3/20/2025 11:53
432,427,507,Pending,3/15/2025 13:30
433,245,6,Completed,3/14/2025 12:40
434,356,596,Completed,3/15/2025 21:14
435,129,531,Pending,3/14/2025 10:48
436,952,962,Completed,3/13/2025 3:13
437,230,628,Cancelled,3/15/2025 2:41
438,612,770,Pending,3/18/2025 13:00
439,480,432,Cancelled,03-04-2025
440,265,460,Cancelled,3/14/2025 21:06
441,968,483,Cancelled,03-08-2025
442,499,446,Cancelled,3/19/2025 16:01
443,879,124,Completed,03-05-2025
444,128,660,Cancelled,03-11-2025
445,602,485,Cancelled,3/19/2025 8:55
446,524,874,Cancelled,03-10-2025
447,801,616,Cancelled,3/13/2025 2:49
448,902,770,Cancelled,3/17/2025 11:37
449,865,493,Pending,3/17/2025 6:16
450,29,554,Cancelled,3/20/2025 20:03
451,683,216,Completed,3/13/2025 8:06
452,365,782,Cancelled,3/18/2025 16:04
453,531,468,Cancelled,03-12-2025
454,828,929,Completed,3/20/2025 5:18
455,984,665,Pending,03-06-2025
456,820,858,Pending,03-02-2025
457,79,508,Pending,03-05-2025
458,178,385,Completed,03-10-2025
459,329,74,Cancelled,3/13/2025 7:50
460,214,879,Completed,03-05-2025
461,492,322,Pending,03-04-2025
462,517,921,Completed,03-05-2025
463,615,269,Completed,3/18/2025 11:00
464,611,306,Completed,03-01-2025
465,632,266,Pending,3/19/2025 21:43
466,699,285,Pending,3/21/2025 4:34
467,216,353,Completed,3/13/2025 16:21
468,371,912,Completed,3/17/2025 17:09
469,404,565,Completed,3/15/2025 7:13
470,215,195,Cancelled,3/20/2025 13:44
471,11,337,Cancelled,3/21/2025 4:51
472,958,888,Pending,03-04-2025
473,593,258,Pending,3/14/2025 11:39
474,345,97,Cancelled,03-02-2025
475,260,901,Cancelled,3/18/2025 10:26
476,166,536,Pending,03-03-2025
477,65,301,Cancelled,03-11-2025
478,844,156,Cancelled,03-02-2025
479,216,923,Pending,3/21/2025 5:08
480,548,670,Pending,3/17/2025 23:08
481,144,423,Completed,03-10-2025
482,446,883,Completed,03-10-2025
483,674,223,Completed,3/13/2025 15:25
484,565,833,Cancelled,3/14/2025 13:15
485,321,505,Cancelled,03-06-2025
486,106,645,Cancelled,03-04-2025
487,654,968,Completed,03-10-2025
488,194,125,Pending,3/18/2025 6:30
489,969,99,Completed,03-10-2025
490,891,511,Pending,03-09-2025
491,1,574,Completed,03-08-2025
492,672,214,Pending,03-10-2025
493,74,294,Cancelled,3/18/2025 5:15
494,675,651,Cancelled,3/18/2025 7:39
495,665,878,Completed,3/17/2025 4:48
496,599,404,Pending,3/20/2025 15:31
497,606,269,Completed,03-06-2025
498,946,386,Pending,3/16/2025 15:13
499,921,77,Cancelled,03-04-2025
500,532,102,Completed,3/17/2025 5:29
501,202,671,Completed,03-12-2025
502,84,168,Completed,03-05-2025
503,717,917,Cancelled,3/13/2025 21:31
504,947,320,Completed,03-07-2025
505,919,762,Cancelled,03-10-2025
506,892,306,Completed,03-10-2025
507,217,370,Pending,3/20/2025 12:41
508,152,347,Pending,03-01-2025
509,134,600,Cancelled,3/17/2025 15:43
510,90,419,Pending,03-12-2025
511,199,446,Cancelled,03-01-2025
512,798,821,Cancelled,3/15/2025 19:57
513,73,283,Cancelled,03-05-2025
514,521,274,Cancelled,3/21/2025 0:05
515,930,45,Completed,3/19/2025 2:18
516,302,806,Completed,03-08-2025
517,806,872,Completed,3/19/2025 13:38
518,282,127,Pending,03-07-2025
519,406,960,Pending,03-06-2025
520,624,396,Completed,03-03-2025
521,295,327,Cancelled,3/16/2025 6:19
522,271,372,Pending,3/17/2025 21:36
523,744,676,Completed,3/13/2025 11:09
524,448,180,Completed,3/15/2025 4:57
525,22,438,Completed,3/15/2025 4:20
526,697,401,Pending,3/17/2025 18:51
527,340,572,Pending,3/19/2025 19:35
528,819,1,Completed,3/20/2025 13:45
529,515,399,Completed,03-07-2025
530,59,543,Completed,03-07-2025
531,592,894,Pending,03-10-2025
532,486,14,Cancelled,03-08-2025
533,275,410,Pending,3/13/2025 5:38
534,50,287,Cancelled,03-10-2025
535,663,329,Completed,3/21/2025 5:22
536,115,162,Cancelled,03-12-2025
537,39,259,Cancelled,3/20/2025 8:41
538,220,225,Cancelled,03-05-2025
539,64,119,Cancelled,03-08-2025
540,444,608,Cancelled,03-10-2025
541,261,705,Completed,03-11-2025
542,560,442,Completed,3/13/2025 22:53
543,657,748,Completed,03-12-2025
544,187,568,Cancelled,3/18/2025 2:56
545,463,292,Completed,03-09-2025
546,962,571,Completed,03-07-2025
547,509,886,Cancelled,03-06-2025
548,520,821,Completed,3/14/2025 21:01
549,954,703,Cancelled,03-10-2025
550,115,882,Pending,3/15/2025 2:55
551,837,742,Cancelled,3/13/2025 8:32
552,463,949,Pending,03-03-2025
553,215,503,Pending,03-04-2025
554,52,126,Completed,03-04-2025
555,253,946,Pending,03-01-2025
556,479,460,Completed,03-07-2025
557,324,31,Cancelled,03-06-2025
558,435,33,Completed,03-07-2025
559,714,935,Cancelled,03-09-2025
560,731,215,Cancelled,03-11-2025
561,269,859,Completed,03-07-2025
562,326,629,Pending,03-01-2025
563,622,371,Cancelled,03-02-2025
564,947,203,Cancelled,03-06-2025
565,801,473,Completed,03-12-2025
566,320,68,Cancelled,3/13/2025 1:43
567,924,974,Cancelled,03-10-2025
568,852,400,Completed,03-04-2025
569,59,401,Pending,03-02-2025
570,849,835,Completed,03-09-2025
571,408,789,Completed,03-03-2025
572,622,542,Completed,3/17/2025 23:13
573,229,505,Completed,03-12-2025
574,438,342,Completed,03-04-2025
575,636,413,Cancelled,03-01-2025
576,58,341,Completed,3/17/2025 2:11
577,486,412,Cancelled,3/16/2025 21:29
578,674,368,Pending,3/17/2025 6:50
579,559,342,Completed,3/19/2025 11:30
580,508,704,Pending,03-01-2025
581,734,706,Cancelled,03-09-2025
582,284,990,Completed,03-03-2025
583,925,144,Pending,03-03-2025
584,705,968,Cancelled,03-01-2025
585,373,926,Completed,3/19/2025 13:20
586,970,281,Completed,3/20/2025 6:59
587,560,637,Pending,03-10-2025
588,92,640,Cancelled,03-12-2025
589,619,90,Cancelled,3/13/2025 23:44
590,505,4,Cancelled,3/17/2025 8:39
591,723,782,Completed,3/20/2025 6:00
592,319,832,Completed,03-03-2025
593,882,743,Cancelled,03-05-2025
594,555,14,Pending,3/16/2025 20:01
595,172,861,Cancelled,03-07-2025
596,844,949,Cancelled,3/13/2025 4:06
597,599,183,Pending,3/13/2025 5:49
598,403,905,Completed,03-04-2025
599,307,86,Pending,3/19/2025 18:33
600,910,492,Cancelled,3/17/2025 17:33
601,964,458,Completed,3/21/2025 3:54
602,165,997,Cancelled,3/19/2025 7:08
603,920,766,Pending,03-11-2025
604,522,737,Completed,03-11-2025
605,727,786,Completed,03-07-2025
606,912,192,Cancelled,3/15/2025 1:34
607,72,397,Cancelled,03-12-2025
608,570,484,Cancelled,03-08-2025
609,200,227,Completed,03-10-2025
610,151,619,Cancelled,3/14/2025 15:18
611,433,567,Pending,03-08-2025
612,92,192,Completed,3/13/2025 21:16
613,764,482,Completed,03-01-2025
614,707,90,Pending,3/14/2025 13:47
615,821,367,Completed,03-05-2025
616,967,162,Pending,03-12-2025
617,933,68,Cancelled,03-05-2025
618,395,134,Pending,03-02-2025
619,743,725,Cancelled,3/20/2025 7:40
620,207,618,Cancelled,3/17/2025 11:24
621,175,742,Pending,3/19/2025 10:26
622,949,963,Cancelled,03-12-2025
623,400,737,Cancelled,3/14/2025 10:01
624,502,524,Cancelled,03-05-2025
625,416,69,Cancelled,3/16/2025 2:15
626,823,576,Pending,3/21/2025 2:42
627,686,814,Cancelled,3/15/2025 1:36
628,906,354,Pending,3/17/2025 9:31
629,326,437,Pending,3/16/2025 0:43
630,606,905,Completed,03-02-2025
631,862,28,Pending,3/19/2025 0:37
632,393,9,Completed,3/20/2025 13:40
633,385,440,Completed,03-12-2025
634,435,767,Pending,03-08-2025
635,748,113,Pending,03-07-2025
636,554,144,Cancelled,3/18/2025 17:20
637,476,216,Pending,3/20/2025 13:06
638,949,687,Completed,3/16/2025 5:38
639,233,832,Cancelled,03-06-2025
640,239,944,Cancelled,3/19/2025 1:17
641,251,410,Cancelled,03-02-2025
642,113,255,Pending,3/20/2025 19:57
643,806,993,Pending,03-10-2025
644,837,800,Cancelled,03-11-2025
645,739,220,Pending,3/20/2025 3:23
646,120,713,Cancelled,3/13/2025 13:29
647,35,654,Pending,3/18/2025 17:53
648,55,1000,Completed,03-08-2025
649,210,43,Completed,03-07-2025
650,421,505,Completed,03-12-2025
651,156,113,Cancelled,3/14/2025 22:38
652,932,223,Pending,03-05-2025
653,78,765,Pending,03-02-2025
654,291,158,Pending,3/21/2025 0:56
655,215,28,Completed,03-11-2025
656,875,799,Pending,3/13/2025 16:14
657,945,220,Completed,03-08-2025
658,232,10,Pending,03-01-2025
659,98,864,Cancelled,3/17/2025 2:31
660,912,204,Cancelled,03-08-2025
661,520,560,Pending,03-09-2025
662,600,902,Completed,3/18/2025 0:04
663,180,884,Cancelled,3/14/2025 11:47
664,866,410,Cancelled,3/19/2025 6:20
665,49,314,Pending,03-08-2025
666,749,130,Pending,3/15/2025 9:02
667,165,681,Cancelled,03-02-2025
668,86,205,Cancelled,03-10-2025
669,224,570,Pending,03-06-2025
670,349,118,Cancelled,03-10-2025
671,297,610,Completed,03-01-2025
672,903,508,Completed,3/19/2025 9:42
673,474,545,Cancelled,03-10-2025
674,861,276,Cancelled,03-10-2025
675,897,53,Cancelled,3/19/2025 6:58
676,625,589,Pending,3/15/2025 9:58
677,287,663,Pending,3/18/2025 11:41
678,56,139,Pending,03-10-2025
679,302,305,Pending,3/16/2025 1:38
680,154,785,Completed,3/17/2025 14:55
681,334,213,Cancelled,03-11-2025
682,629,937,Pending,3/19/2025 6:45
683,195,805,Pending,3/13/2025 15:36
684,299,550,Pending,3/14/2025 8:30
685,622,235,Cancelled,03-01-2025
686,540,900,Pending,03-07-2025
687,921,536,Completed,03-07-2025
688,854,525,Completed,3/18/2025 1:18
689,246,131,Cancelled,3/13/2025 3:31
690,85,781,Completed,03-09-2025
691,498,442,Cancelled,03-02-2025
692,500,717,Pending,3/14/2025 2:15
693,479,647,Cancelled,3/15/2025 3:55
694,529,454,Completed,03-01-2025
695,462,415,Cancelled,03-10-2025
696,634,561,Cancelled,03-12-2025
697,30,132,Completed,03-04-2025
698,633,185,Cancelled,03-03-2025
699,138,233,Cancelled,03-04-2025
700,110,901,Completed,03-08-2025
701,833,15,Completed,3/14/2025 16:16
702,83,150,Cancelled,03-11-2025
703,836,742,Cancelled,3/14/2025 10:57
704,271,394,Pending,03-08-2025
705,298,174,Cancelled,03-09-2025
706,636,800,Pending,03-09-2025
707,791,877,Pending,03-07-2025
708,999,293,Pending,3/18/2025 18:55
709,673,754,Cancelled,3/20/2025 9:11
710,599,27,Pending,3/16/2025 9:32
711,703,674,Completed,3/15/2025 7:35
712,179,505,Completed,03-01-2025
713,973,494,Completed,03-07-2025
714,951,423,Pending,3/21/2025 1:57
715,36,668,Pending,3/17/2025 14:14
716,696,68,Cancelled,03-03-2025
717,991,149,Pending,03-12-2025
718,626,650,Completed,3/14/2025 23:56
719,695,192,Cancelled,03-12-2025
